250,250
248,283
316,226
259,230
297,283
316,266
287,256
353,231
331,297
300,258
391,303
336,226
409,250
353,221
424,303
404,272
467,311
427,275
409,284
420,278
496,297
481,317
510,275
516,265
512,256
501,260
547,308
546,264
592,301
615,237
552,273
609,257
620,243
664,334
660,272
600,330
678,266
683,295
659,276
662,301
669,326
708,251
672,307
752,314
736,333
732,287
753,278
786,342
757,305
752,338
810,295
791,306
829,288
869,275
815,342
819,299
871,271
859,312
867,323
898,273
933,288
896,331
950,312
912,364
975,346
981,325
982,369
971,344
994,359
967,362
1048,287
1038,324
1010,367
1104,284
1084,363
1104,290
1068,306
1090,344
1152,385
1135,364
1120,337
1132,298
1140,307
1116,380
1186,307
1184,323
1165,362
1242,302
1269,320
1260,353
1265,352
1220,379
1283,353
1268,309
1284,343
1327,401
1315,305
1336,396
1375,346
1331,349
1308,394
1340,403
1347,328
1380,399
1405,390
1455,352
1460,359
1475,322
1436,367
1417,384
1449,380
1478,417
1477,392
1543,348
1458,329
1501,325
1513,387
1502,360
1532,346
1564,365
1540,351
1552,378
1630,343
1599,346
1660,387
1661,354
1625,372
1596,335
1700,361
1664,427
1688,367
1717,362
1685,364
1713,375
1759,431
1709,432
1715,407
1799,427
1765,436
1776,413
1804,438
1801,373
1760,445
1833,409
1802,436
1841,381
1820,448
1823,432
1890,415
1894,438
1851,360
1888,432
1947,395
1936,421
1948,394
1922,413
1999,448
1962,451
2011,405
1983,370
2028,421
2044,436
1996,370
2035,420
2049,415
2026,448
2105,416
2057,456
2127,457
2113,458
2096,448
2153,408
2118,396
2200,418
2176,402
2163,457
2204,419
2174,437
2223,446
2177,395
2278,414
2203,411
2284,462
2309,462
2277,455
2281,438
2333,490
2267,416
2323,458
2292,484
2328,487
2329,440
2319,464
2346,404
2383,467
2369,439
2371,432
2378,473
2395,489
2457,452
2424,460
2417,498
2472,432
2524,493
2484,450
2503,457
2556,511
2570,457
2519,437
2554,434
2516,432
2523,436
2605,508
2637,502
2628,469
2627,486
2591,452
2643,520
2624,466
2687,478
2698,430
2675,463
2728,490
2680,509
2726,533
2749,472
2699,519
2713,454
2750,448
2731,522
2800,488
2763,461
2771,520
2771,529
2772,536
2785,471
2834,481
2860,465
2849,508
2850,480
2867,553
2850,516
2879,473
2928,533
2890,535
2935,472
2977,554
2923,462
3004,542
2977,498
2948,532
2976,484
2965,479
2987,515
3043,470
3061,529
3029,545
3033,490
3123,471
3124,551
3145,535
3117,539
3118,493
3146,480
3152,510
3133,534
3193,508
3217,537
3173,583
3239,547
3182,559
3257,558
3246,490
3225,548
3272,547
3267,509
3286,543
3283,520
3275,548
3334,587
3340,567
3367,516
3304,593
3378,509
3386,518
3428,527
3412,529
3366,519
3439,514
3461,571
3439,507
3444,506
3438,554
3497,532
3494,529
3503,563
3546,521
3462,516
3485,590
3551,577
3570,533
3545,582
3526,520
3589,578
3615,517
3635,595
3611,527
3627,593
3596,565
3647,558
3672,573
3630,542
3693,578
3734,555
3742,612
3707,574
3734,573
3698,540
3768,549
3799,533
3795,554
3726,584
3810,587
3796,584
3815,607
3773,561
3805,591
3833,577
3871,624
3859,584
3843,631
3861,632
3939,569
3857,588
3937,634
3959,557
3972,595
3922,614
3969,592
3990,652
3957,621
4042,650
4025,570
3985,622
4025,566
4003,601
4056,652
4047,628
4063,590
4080,598
4117,572
4097,586
4111,659
4085,640
4175,610
4120,623
4196,669
4215,664
4222,591
4206,650
4191,616
4165,651
4272,636
4221,626
4264,589
4295,582
4294,669
4292,620
4271,661
4258,612
4313,641
4286,673
4291,667
4321,617
4322,668
4414,643
4374,666
4386,656
4399,636
4380,651
4394,608
4464,655
4463,647
4400,705
4454,724
4381,676
4461,729
4400,775
4450,776
4432,758
4438,807
4434,769
4481,755
4482,814
4409,802
4445,769
4455,849
4404,820
4485,876
4461,844
4440,841
4420,889
4442,898
4412,911
4414,905
4455,931
4438,887
4458,920
4490,921
4505,968
4500,939
4486,1023
4465,1042
4495,968
4447,1058
4473,1005
4478,1077
4512,1097
4468,1105
4455,1112
4499,1068
4453,1093
4507,1112
4480,1143
4493,1172
4495,1158
4428,1198
4455,1213
4477,1138
4485,1235
4492,1155
4424,1199
4475,1247
4487,1184
4419,1193
4460,1164
4412,1204
4407,1209
4383,1183
4390,1197
4389,1208
4342,1212
4376,1253
4382,1256
4342,1238
4270,1190
4331,1218
4306,1180
4318,1237
4282,1262
4218,1250
4251,1188
4276,1268
4248,1189
4222,1206
4201,1252
4148,1233
4203,1242
4213,1236
4199,1255
4109,1209
4165,1257
4110,1286
4080,1237
4129,1276
4129,1225
4075,1209
4091,1243
4017,1204
4073,1267
3999,1274
4062,1254
4061,1283
4053,1283
4001,1278
4004,1215
3945,1275
4005,1295
3917,1294
3938,1221
3963,1258
3912,1294
3934,1252
3915,1257
3872,1249
3884,1240
3834,1217
3847,1242
3820,1295
3875,1266
3864,1278
3840,1280
3794,1280
3784,1289
3727,1227
3801,1311
3738,1235
3738,1305
3764,1233
3676,1331
3735,1303
3696,1295
3697,1262
3689,1244
3643,1322
3699,1247
3643,1265
3623,1264
3597,1303
3588,1265
3582,1321
3558,1251
3535,1254
3536,1294
3502,1245
3523,1296
3491,1333
3525,1332
3555,1314
3499,1345
3504,1261
3438,1332
3426,1299
3493,1308
3456,1324
3384,1277
3439,1328
3425,1274
3386,1259
3419,1274
3416,1330
3410,1309
3330,1299
3350,1333
3302,1276
3353,1272
3356,1362
3301,1326
3283,1367
3237,1317
3266,1351
3245,1316
3261,1288
3228,1325
3258,1304
3220,1290
3241,1340
3227,1371
3145,1312
3209,1314
3186,1316
3193,1329
3093,1330
3170,1326
3114,1300
3060,1373
3050,1334
3038,1317
3067,1347
3018,1366
3004,1347
3020,1335
3033,1291
2980,1309
2995,1313
2963,1317
2938,1336
3015,1297
2960,1322
2922,1363
2936,1381
2915,1345
2932,1344
2949,1375
2940,1310
2859,1314
2898,1319
2826,1364
2833,1352
2850,1389
2794,1392
2844,1358
2817,1377
2781,1312
2773,1393
2726,1403
2752,1327
2754,1341
2724,1373
2734,1356
2710,1390
2714,1381
2689,1358
2689,1327
2679,1370
2677,1384
2700,1416
2612,1392
2643,1373
2596,1369
2622,1402
2642,1341
2625,1363
2622,1378
2570,1345
2541,1426
2520,1386
2506,1403
2543,1377
2520,1427
2514,1420
2484,1433
2509,1370
2509,1365
2481,1420
2432,1358
2420,1398
2419,1424
2384,1416
2359,1365
2440,1423
2329,1400
2414,1384
2366,1447
2386,1385
2317,1402
2309,1400
2290,1433
2330,1376
2260,1372
2241,1438
2245,1381
2289,1422
2264,1416
2197,1460
2241,1417
2182,1367
2222,1436
2196,1428
2187,1373
2150,1404
2141,1380
2156,1383
2178,1393
2104,1432
2132,1376
2062,1475
2046,1425
2060,1438
2109,1437
2057,1408
2024,1431
2010,1436
2013,1435
2007,1403
1975,1480
2012,1394
1985,1458
2026,1405
1989,1471
1967,1434
1907,1481
1933,1405
1925,1458
1908,1406
1928,1471
1887,1435
1854,1498
1866,1479
1811,1482
1864,1418
1816,1502
1848,1431
1780,1412
1847,1466
1764,1436
1770,1436
1738,1502
1780,1432
1784,1474
1768,1472
1776,1515
1754,1447
1660,1485
1682,1433
1703,1477
1629,1471
1658,1446
1690,1502
1670,1460
1638,1456
1646,1493
1579,1488
1567,1515
1619,1445
1607,1475
1579,1501
1546,1504
1499,1529
1550,1453
1525,1450
1528,1494
1528,1512
1440,1498
1486,1491
1471,1465
1455,1539
1406,1445
1385,1458
1423,1488
1388,1543
1440,1544
1399,1472
1331,1455
1335,1478
1357,1454
1375,1477
1342,1548
1301,1469
1320,1462
1296,1484
1274,1460
1271,1554
1267,1490
1202,1554
1276,1516
1269,1535
1240,1515
1194,1490
1174,1521
1138,1521
1177,1560
1173,1492
1109,1518
1089,1489
1098,1488
1075,1552
1093,1552
1119,1536
1117,1479
1072,1558
1040,1486
1000,1572
1046,1482
1066,1581
1032,1528
1027,1536
997,1488
1013,1487
1014,1501
994,1514
970,1500
924,1584
916,1525
954,1589
916,1505
910,1533
912,1573
858,1546
859,1504
810,1548
880,1503
861,1539
852,1514
798,1525
779,1567
833,1569
771,1535
768,1591
731,1536
693,1579
738,1526
768,1604
696,1538
710,1604
643,1573
651,1520
655,1565
622,1597
691,1515
602,1567
673,1564
650,1541
643,1523
548,1582
625,1562
606,1525
547,1616
497,1610
534,1621
510,1554
554,1532
526,1576
466,1553
494,1616
482,1630
461,1570
467,1581
409,1610
465,1604
442,1561
448,1615
368,1636
379,1622
407,1586
376,1645
314,1555
352,1602
280,1648
345,1605
262,1597
343,1607
322,1618
278,1642
290,1640
273,1701
325,1647
292,1638
341,1678
329,1718
352,1672
290,1713
316,1756
349,1736
286,1712
311,1737
299,1780
337,1790
375,1780
350,1798
376,1822
317,1832
321,1803
349,1832
361,1910
372,1862
369,1895
288,1872
300,1863
372,1923
288,1924
325,1922
344,1984
386,1958
301,2024
354,2010
345,2037
294,1967
315,2062
379,2057
331,2026
346,2055
311,2074
314,2114
347,2138
326,2071
334,2069
373,2100
357,2128
326,2139
353,2133
351,2189
385,2122
386,2171
411,2203
393,2143
439,2191
483,2118
437,2135
502,2183
486,2190
480,2188
541,2144
512,2172
546,2150
527,2176
518,2125
583,2205
534,2202
594,2219
537,2149
550,2154
563,2174
587,2177
648,2183
592,2157
665,2159
659,2175
651,2207
681,2196
681,2211
662,2174
690,2159
704,2150
763,2177
700,2186
762,2182
734,2178
795,2191
768,2155
833,2205
811,2209
771,2181
842,2223
877,2176
863,2243
908,2230
852,2257
856,2194
879,2171
956,2230
922,2190
979,2196
950,2181
902,2256
973,2206
984,2211
1019,2207
966,2173
969,2186
1064,2173
983,2183
1083,2178
1037,2249
1078,2260
1053,2270
1128,2259
1056,2192
1132,2204
1158,2266
1093,2235
1109,2185
1181,2266
1138,2252
1180,2196
1149,2264
1179,2214
1201,2214
1231,2201
1189,2271
1226,2280
1273,2277
1280,2248
1312,2253
1263,2208
1297,2280
1308,2230
1346,2244
1376,2234
1387,2300
1374,2241
1401,2258
1400,2277
1362,2234
1351,2304
1439,2248
1434,2245
1475,2287
1419,2288
1439,2271
1450,2221
1470,2259
1494,2300
1469,2295
1451,2281
1533,2305
1543,2280
1485,2239
1551,2283
1581,2251
1561,2235
1548,2236
1542,2310
1594,2277
1635,2269
1668,2325
1662,2326
1673,2271
1651,2329
1704,2329
1710,2285
1654,2284
1649,2242
1669,2322
1763,2277
1705,2319
1782,2291
1762,2290
1791,2257
1793,2319
1767,2319
1837,2340
1777,2298
1826,2337
1795,2271
1864,2294
1853,2321
1855,2316
1857,2292
1913,2328
1903,2313
1857,2260
1892,2266
1945,2325
1962,2269
1960,2331
1938,2321
1968,2260
1943,2307
2012,2356
2031,2294
1990,2320
1988,2293
1995,2326
2060,2359
2072,2363
2085,2269
2114,2348
2123,2334
2084,2315
2066,2347
2158,2324
2128,2326
2109,2298
2196,2359
2139,2289
2172,2291
2182,2352
2176,2295
2239,2296
2253,2325
2213,2344
2287,2288
2278,2366
2225,2321
